bare	accented	translations_en	translations_de	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_sg1	presfut_sg2	presfut_sg3	presfut_pl1	presfut_pl2	presfut_pl3
открываться	открыва'ться	open, come to light, be revealed, confide	sich öffnen, aufgehen, geöffnet werden, eröffnet werden, beginnen	imperfective	открыться	открыва'йся	открыва'йтесь	открыва'лся	открыва'лась	открыва'лось	открыва'лись	открыва'юсь	открыва'ешься	открыва'ется	открыва'емся	открыва'етесь	открыва'ются
научить	научи'ть	teach	beibringen, lehren	perfective	учить	научи'	научи'те	научи'л	научи'ла	научи'ло	научи'ли	научу'	нау'чишь	нау'чит	нау'чим	нау'чите	нау'чат
подчеркнуть	подчеркну'ть	underline, underscore, emphasize, accentuate, stress	unterstreichen, betonen, hervorheben	perfective	подчёркивать	подчеркни'	подчеркни'те	подчеркну'л	подчеркну'ла	подчеркну'ло	подчеркну'ли	подчеркну'	подчеркнёшь	подчеркнёт	подчеркнём	подчеркнёте	подчеркну'т
успокоить	успоко'ить	calm, quiet, soothe, assuage, appease, reassure; calm down	beruhigen, beschwichtigen, zur Ruhe bringen	perfective	успокаивать	успоко'й	успоко'йте	успоко'ил	успоко'ила	успоко'ило	успоко'или	успоко'ю	успоко'ишь	успоко'ит	успоко'им	успоко'ите	успоко'ят
ломать	лома'ть	break, fracture, quarry	brechen, abbrechen, zerbrechen, zerschlagen, abreißen, niederreißen; kaputt machen	imperfective	сломать,поломать	лома'й	лома'йте	лома'л	лома'ла	лома'ло	лома'ли	лома'ю	лома'ешь	лома'ет	лома'ем	лома'ете	лома'ют
сбросить	сбро'сить	throw down, drop, throw off, shed	abwerfen, herunterwerfen, zusammenwerfen, ausziehen; schicken (über Internet)	perfective	сбрасывать	сбро'сь	сбро'сьте	сбро'сил	сбро'сила	сбро'сило	сбро'сили	сбро'шу	сбро'сишь	сбро'сит	сбро'сим	сбро'сите	сбро'сят
перенести	перенести'	postpone; reschedule	verschieben / verlegen (räumlich o. zeitlich), verlagern, vertagen, aufschieben, verschieben, übertragen; vertragen (ertragen), aushalten, erdulden, erleiden	perfective	переносить	перенеси'	перенеси'те	перенёс	перенесла'	перенесло'	перенесли'	перенесу'	перенесёшь	перенесёт	перенесём	перенесёте	перенесу'т
прятать	пря'тать	hide, conceal	verbergen, verstecken, verwahren	imperfective	спрятать	пря'чь	пря'чьте	пря'тал	пря'тала	пря'тало	пря'тали	пря'чу	пря'чешь	пря'чет	пря'чем	пря'чете	пря'чут
развернуть	разверну'ть	unroll, unwind, unfold, unwrap, show, display, develop, deploy, extend, expand, establish, set up, turn, slew	ausbreiten, entfalten, aufrollen, aufschlagen, aufmachen, auspacken, auswickeln, entwickeln, in Gang bringen, wenden	perfective	развёртывать,разворачивать	разверни'	разверни'те	разверну'л	разверну'ла	разверну'ло	разверну'ли	разверну'	развернёшь	развернёт	развернём	развернёте	разверну'т
засыпать	засы'пать	fill up, cover, engulf, overwhelm	überschütten, zuschütten, überhäufen, verschütten, bedecken; verpetzen, verpfeifen; einschlafen	perfective	засыпа'ть	засы'пь	засы'пьте	засы'пал	засы'пала	засы'пало	засы'пали	засы'плю	засы'плешь,засы'пешь	засы'плет,засы'пет	засы'плем,засы'пем	засы'плете,засы'пете	засы'плют,засы'пют
нажать	нажа'ть	press, push	drücken, pressen, andrücken, anpressen; Druck ausüben; klicken, eine Taste betätigen; einen Hebel treten, ein Pedal treten; einen Zahn zulegen	perfective	нажимать	нажми'	нажми'те	нажа'л	нажа'ла	нажа'ло	нажа'ли	нажму'	нажмёшь	нажмёт	нажмём	нажмёте	нажму'т
сложить	сложи'ть	fold; stack; add	legen, zusammenlegen, zusammenlegen zusammenklappen; addieren, zusammenzählen; stapeln; verfassen, dichten, komponieren	perfective	складывать;слагать	сложи'	сложи'те	сложи'л	сложи'ла	сложи'ло	сложи'ли	сложу'	сло'жишь	сло'жит	сло'жим	сло'жите	сло'жат
проявить	прояви'ть	show, display, manifest, reveal	zeigen, bekunden, an den Tag legen; entwickeln	perfective	проявлять	прояви'	прояви'те	прояви'л	прояви'ла	прояви'ло	прояви'ли	проявлю'	проя'вишь	проя'вит	проя'вим	проя'вите	проя'вят
соответствовать	соотве'тствовать	match, correspond, conform, be consistent with	entsprechen, zusammenfallen; übereinstimmen	imperfective	-	соотве'тствуй	соотве'тствуйте	соотве'тствовал	соотве'тствовала	соотве'тствовало	соотве'тствовали	соотве'тствую	соотве'тствуешь	соотве'тствует	соотве'тствуем	соотве'тствуете	соотве'тствуют
обсуждать	обсужда'ть	discuss, talk over	besprechen, durchsprechen; diskutieren, erörtern, konferieren	imperfective	обсудить	обсужда'й	обсужда'йте	обсужда'л	обсужда'ла	обсужда'ло	обсужда'ли	обсужда'ю	обсужда'ешь	обсужда'ет	обсужда'ем	обсужда'ете	обсужда'ют
доказывать	дока'зывать	prove, demonstrate	beweisen, nachweisen	imperfective	доказать	дока'зывай	дока'зывайте	дока'зывал	дока'зывала	дока'зывало	дока'зывали	дока'зываю	дока'зываешь	дока'зывает	дока'зываем	дока'зываете	дока'зывают
заменить	замени'ть	replace	auswechseln / ersetzen, vertreten, ablösen	perfective	заменять	замени'	замени'те	замени'л	замени'ла	замени'ло	замени'ли	заменю'	заме'нишь	заме'нит	замени'м	заме'ните	заме'нят
сломать	слома'ть	break, fracture, quarry	brechen, abbrechen, zerbrechen, zerschlagen, abreißen, niederreißen; kaputt machen	perfective	ломать	слома'й	слома'йте	слома'л	слома'ла	слома'ло	слома'ли	слома'ю	слома'ешь	слома'ет	слома'ем	слома'ете	слома'ют
